latitude;longitude;penggunaan_bbm;tingkat_kemacetan;risiko_pengiriman
31.496.740.414.774.900;-9.568.898.549.847.330;18.776.054.941.611.600;27.435.992.985.482.200;999.993.428.253.912
3.342.437.160.565.650;-9.893.968.290.398.730;5.744.841.509.871.930;9.851.191.787.070.850;0.14841093590649193
4.763.667.410.784.560;-891.527.341.701.668;5.000.000.742.340.080;9.833.624.549.458.970;9.880.880.937.025.750
3.202.125.486.022.460;-7.604.461.306.904.250;5.275.166.986.398.690;0.4338648267419637;36.354.539.691.382.000
30.022.588.935.755.200;-9.043.722.822.616.780;5.001.887.967.621.560;9.458.195.675.438.570;57.984.486.368.800.300
4.482.089.965.914.380;-10.412.621.478.197.400;5.003.278.511.460.530;24.124.526.974.662.400;0.5701896071674788
35.244.714.169.558.100;-11.952.562.024.248.900;8.009.423.722.107.780;8.268.447.102.030.520;5.091.537.351.194.040
3.005.171.891.447.930;-7.073.578.313.931.060;5.121.223.889.407.190;9.850.904.206.547.580;9.687.671.390.368.060
3.612.591.465.545.770;-11.991.990.568.347.200;6.002.358.164.950.700;72.566.501.334.945.700;9.996.884.520.791.070
39.230.012.877.421.800;-7.210.525.827.786.180;1.955.403.065.399.590;6.680.177.701.210.400;9.511.880.724.580.010
30.084.065.883.894.500;-772.846.216.487.006;5.946.242.722.781.280;0.06330625080639707;7.077.205.700.924.830
3.674.241.847.408.750;-7.343.502.534.433.320;6.294.926.727.484.950;804.684.972.421.114;5.612.756.366.186.120
3.602.851.766.550.220;-7.007.879.746.695.700;19.978.238.768.137.700;0.07949067864221962;0.6934774655054371
4.496.787.254.004.200;-73.737.356.143.889;5.924.926.291.032.860;6.018.662.773.365.760;9.575.533.176.207.670
3.807.247.404.722.150;-11.987.692.051.890.500;5.000.000.485.285.940;0.23803773924235527;14.282.993.397.072.900
4.914.135.233.692.060;-7.020.085.173.976.780;5.356.428.740.801.560;4.003.862.182.530.230;9.489.814.034.856.550
4.643.624.405.706.790;-9.369.443.923.009.110;1.818.752.675.246.090;8.137.927.569.454.660;6.742.960.258.052.070
32.490.125.518.145.300;-11.856.682.523.931.700;12.019.363.008.555.200;10.466.706.194.355.300;0.03295175785208853
31.083.422.667.393.600;-11.523.245.797.322.100;10.297.958.728.545.400;11.041.264.822.705;4.754.782.740.444.140
3.780.306.164.104.000;-7.014.125.647.665.610;6.705.857.404.720.190;8.525.301.083.813;9.997.494.300.896.370
4.105.876.424.165.960;-7.407.234.162.853.540;5.000.108.999.323.240;8.105.998.452.091.950;7.799.949.399.690.750
4.767.013.273.668.480;-9.138.920.047.058.920;5.000.000.013.655.760;9.982.995.885.312.360;0.08093200843786041
30.342.742.306.392.800;-8.583.408.145.235.970;5.005.782.036.846.300;4.799.149.522.625.540;4.072.118.503.063.010
4.880.752.198.158.310;-11.218.643.918.944.800;5.036.511.590.264.540;6.317.518.106.979.470;458.141.910.656.015
49.710.118.704.574.600;-11.293.881.684.559.800;6.454.225.250.972.510;9.216.853.107.157.410;6.376.179.285.675.510
3.295.569.074.187.290;-11.388.721.461.889.000;9.525.307.491.727.420;0.4029071172149705;8.787.327.570.794.500
497.657.077.681.402;-7.013.722.211.144.470;18.292.414.720.833.700;5.976.618.943.660.610;9.489.737.694.900.440
4.770.530.522.266.350;-7.335.428.061.084.910;16.856.154.696.785.400;15.849.306.170.989.100;5.695.109.730.857.780
4.047.190.692.944.790;-8.580.062.376.600.060;19.782.774.590.829.000;9.107.660.254.688.240;9.170.880.684.366.690
3.206.560.057.180.300;-109.893.808.613.693;5.594.975.275.934.490;0.3669689457488521;670.130.017.636.013
3.506.714.830.069.800;-11.997.035.171.388.100;5.040.590.260.193.970;0.21916428022659362;19.061.016.388.597.800
30.089.424.053.044.600;-11.615.910.595.129.700;51.468.536.554.378.800;7.893.625.164.197.810;0.5366303981846172
30.250.692.000.950.300;-8.829.011.336.296.180;8.688.851.502.949.690;4.067.290.291.624.230;5.774.174.600.583.500
3.000.425.066.666.560;-11.242.196.969.373.800;5.458.298.979.269.060;9.591.339.052.956.110;998.140.578.041.685
30.898.658.140.721.800;-11.498.907.474.163.000;11.044.973.327.603.400;7.083.983.735.909.380;9.949.496.968.657.550
47.351.865.335.380.600;-7.022.575.165.400.980;1.605.458.587.436.660;4.668.468.711.071.460;0.656900917555483
31.776.482.715.138.000;-9.695.511.514.788.350;1.260.134.908.902.440;21.145.809.916.336.900;9.850.277.368.732.830
3.640.047.327.461.200;-11.219.631.753.074.000;5.281.185.999.644.900;0.8522553426988284;8.606.205.904.445.030
3.466.616.954.743.530;-785.376.266.689.864;11.728.117.287.811.300;0.296467438505046;246.159.011.691.252
4.986.716.210.848.490;-757.264.647.170.648;5.136.543.923.324.030;9.345.542.128.338.640;9.997.293.898.431.180
3.813.457.515.796.350;-7.007.896.182.728.350;50.004.836.782.724;444.047.203.639.471;500.330.060.050.379
30.103.235.633.408.900;-1.177.749.868.638.030;5.052.620.532.665.200;640.410.072.118.132;20.775.124.757.020.700
4.852.644.686.439.410;-7.248.551.954.887.100;5.031.797.461.372.600;0.09902546913388861;19.319.077.420.368.500
4.188.026.252.583.360;-7.386.682.434.253.240;506.514.552.007.104;8.637.359.594.079.210;8.541.307.198.694.700
3.690.520.555.760.420;-10.806.399.361.194.400;14.918.906.974.916.200;9.542.547.902.983.930;9.994.122.485.045.200
31.790.383.980.322.000;-8.576.277.172.176.870;14.866.494.836.607.100;0.6371028534418295;6.773.221.298.656.910
37.397.035.821.193.700;-11.876.958.346.744.900;1.948.501.272.930.980;9.999.597.033.034.450;8.712.622.831.584.220
36.990.390.805.445.000;-909.504.681.660.736;6.235.499.441.095.990;2.743.356.035.125.480;4.991.995.027.550.160
32.574.478.422.087.100;-11.992.601.041.364.100;50.025.816.475.330.300;11.937.525.943.859.100;6.034.521.846.716.610
4.615.247.150.197.570;-7.043.445.530.156.180;5.014.157.308.529.150;38.502.402.437.139.900;9.038.528.620.570.500
37.551.751.517.640.100;-7.411.322.554.143.180;1.868.103.060.379.780;5.781.017.254.013.820;33.799.281.733.016.800
41.876.553.103.197.200;-7.001.042.034.480.980;50.004.824.247.041.400;6.167.540.517.872.450;0.6156410734690927
48.576.528.409.591.800;-1.152.940.118.730.990;500.000.323.393.116;54.966.068.642.476.100;4.993.681.968.997.000
405.885.000.390.524;-1.144.222.443.130.660;516.484.014.262.285;9.831.620.885.930.900;9.539.658.645.570.010
30.122.889.723.642.900;-7.000.089.047.123.650;500.003.226.582.305;14.900.340.163.397.900;8.104.755.890.153.010
4.776.480.630.177.880;-9.247.206.313.131.560;5.787.771.412.292.490;0.38075490131681744;2.474.319.927.888.580
4.837.333.038.165.350;-9.510.579.820.449.180;5.200.777.924.282.600;36.259.611.419.952.100;11.485.177.721.190.200
3.873.211.041.262.790;-8.502.625.068.570.460;500.028.289.873.006;0.049450919799797426;5.661.718.488.954.560
40.699.690.378.722.100;-7.687.546.745.022.440;7.998.718.426.663.340;9.927.516.138.066.240;9.999.803.682.004.440
354.609.134.964.564;-10.291.865.630.688.600;5.000.038.111.117.660;5.526.513.939.773.210;7.168.705.952.787.860
35.944.145.198.743.800;-10.522.525.960.148.300;5.072.661.626.818.930;8.288.984.339.781.640;9.968.466.940.414.550
4.354.825.853.096.720;-773.216.664.106.141;5.097.280.096.842.280;39.395.574.290.903.900;0.07753513672777419
3.773.614.902.491.480;-1.003.654.653.384.430;5.037.571.798.207.980;8.974.936.216.765.700;8.911.680.193.887.510
4.252.387.523.091.600;-7.556.437.714.636.820;10.906.001.319.745.200;9.229.329.615.187.780;0.7644858014293999
3.025.735.782.233.440;-7.074.904.793.924.070;8.580.961.385.434.800;0.05002435322241189;9.842.526.722.498.320
4.784.080.802.250.980;-771.395.205.898.207;5.017.037.766.834.800;2.350.665.761.646.900;32.380.740.937.144.400
3.890.442.255.110.300;-7.144.969.100.730.150;14.118.371.620.957.800;4.687.795.361.726.980;9.983.863.070.251.010
3.332.824.465.217.360;-7.056.760.623.781.020;5.000.687.675.305.430;2.166.537.837.989.110;4.472.583.059.029.260
3.210.152.030.492.240;-9.438.115.389.682.550;5.000.013.955.703.820;9.882.582.786.773.810;7.546.923.871.786.950
3.406.118.654.618.320;-1.077.712.056.116.780;5.139.204.521.465.130;346.875.186.412.958;27.035.741.613.091.300
3.013.019.249.124.410;-1.125.305.440.292.590;5.184.729.904.309.450;8.707.255.943.510.580;0.9550813298928913
30.013.538.145.270.500;-7.000.369.651.025.430;1.214.569.293.518.510;7.628.837.394.360.230;6.039.102.506.777.290
3.500.850.905.847.300;-8.314.249.221.561.750;61.715.165.276.901.700;0.8186632168373887;9.863.964.660.290.050
4.985.385.032.540.470;-10.039.844.020.787.700;19.137.131.326.130.400;3.339.726.572.981.260;21.222.988.249.071.600
4.088.062.495.657.840;-10.583.535.822.351.100;5.198.561.322.927.030;17.656.257.893.524.600;9.981.695.274.353.990
4.533.240.691.794.000;-9.766.854.375.907.400;5.000.055.849.224.390;32.123.068.993.596.200;4.011.888.071.204.140
4.052.431.631.418.770;-7.651.072.388.206.640;13.291.839.799.253.500;0.05524946059703931;4.708.777.404.236.720
4.890.336.681.173.690;-11.826.645.587.611.200;13.586.516.728.858.600;12.482.036.634.995.600;7.008.923.146.826.220
30.021.897.091.919.600;-85.073.350.820.495;5.066.695.529.840.520;5.534.055.427.489.340;99.761.084.839.311
31.827.567.280.027.500;-11.958.145.301.698.600;7.582.894.167.936.500;6.631.366.866.587.880;5.271.167.421.616.320
30.022.322.203.290.300;-7.159.526.605.729.930;5.403.116.570.587.190;9.495.357.423.067.530;9.983.273.186.960.780
4.611.707.279.098.200;-7.010.357.405.185.390;5.000.001.606.089.450;4.493.192.409.500.970;9.999.999.049.263.220
31.018.811.931.451.500;-7.297.261.108.427.480;10.362.327.949.123.700;4.710.095.126.295.710;0.049482725813432334
49.831.265.216.525.100;-7.247.155.911.894.790;12.348.867.604.840.000;9.261.669.604.128.630;9.127.484.552.656.840
3.294.598.492.803.540;-8.295.190.350.124.760;5.025.733.221.478.580;0.27244724937300113;9.713.264.682.168.090
30.000.022.683.297.000;-11.843.453.955.016.500;845.172.749.014.267;5.314.443.963.332.210;7.802.117.099.098.670
3.158.111.945.563.820;-900.103.592.911.155;5.002.032.295.945.670;0.04415820713314157;79.981.320.755.542.300
4.768.799.426.729.020;-8.860.615.958.868.500;5.007.737.682.939.080;68.691.824.716.924.000;5.443.520.284.322.920
3.436.365.260.994.710;-7.738.536.766.334.150;19.618.317.236.944.900;0.1620621868813376;21.203.407.110.232.900
3.694.724.559.770.570;-7.290.373.612.100.300;72.249.399.093.331.600;9.624.214.089.066.150;9.996.854.019.518.920
4.818.527.393.896.700;-10.229.952.639.063.100;14.238.758.003.469.700;970.196.169.072.724;8.858.047.473.916.320
48.824.900.343.822.300;-7.003.229.733.868.190;5.315.115.638.881.870;8.465.169.364.287.900;8.267.201.566.967.000
34.660.936.948.326.100;-1.103.966.772.069.390;639.422.458.004.923;0.631297544968576;8.690.143.492.679.470
30.014.244.798.465.100;-9.301.951.391.397.290;1.789.661.171.763.380;25.982.213.123.265.700;997.660.673.026.382
30.255.139.223.525.000;-9.691.214.409.075.510;5.007.396.565.741.840;9.093.939.907.791.990;599.432.912.353.145
39.502.347.005.983.700;-11.331.589.585.868.400;518.744.499.925.309;9.651.007.305.850.350;9.864.922.443.835.820
44.648.937.886.277.600;-10.091.304.062.666.400;5.003.163.645.487.780;0.0008482001915379149;9.886.014.207.277.150
30.004.902.281.662.600;-1.174.466.655.027.030;7.188.164.849.457.040;981.569.749.221.569;9.999.215.264.394.350
31.452.988.276.640.600;-7.003.496.876.270.790;5.000.000.000.001.360;23.108.261.922.486.200;8.756.207.595.450.940
3.944.927.300.024.850;-7.004.160.082.341.510;8.707.041.221.077.450;3.762.608.835.674.570;8.727.913.781.035.020
4.144.708.832.485.150;-10.916.313.748.792.100;5.028.735.340.910.630;4.597.506.080.988.250;8.379.018.170.431.640
30.009.321.778.944.100;-731.260.029.687.832;5.000.120.129.188.660;5.812.834.355.368.070;3.099.640.044.384.240
4.443.570.448.902.000;-8.841.408.703.388.710;6.239.039.433.387.970;999.997.803.729.674;8.292.751.404.908.650
4.759.003.068.239.780;-7.478.780.295.784.550;7.028.184.741.315.610;9.303.422.431.764.850;7.704.071.993.143.350
30.792.129.804.859.400;-7.131.381.551.440.100;5.000.539.473.764.180;9.755.582.700.511.310;4.990.214.751.744.600
3.471.844.192.598.400;-11.735.806.122.348.700;7.780.568.053.962.190;7.341.110.734.232.670;9.549.773.000.471.960
37.770.114.566.234.100;-1.036.171.453.147.020;5.004.727.909.814.920;4.806.624.923.103.270;628.601.801.263.958
4.146.638.141.734.530;-11.928.035.871.584.600;14.791.183.869.207.400;0.41564509362276597;2.418.893.024.603.040
4.997.229.710.586.610;-7.460.612.313.498.960;13.180.817.376.813.500;0.36363432743840984;998.166.423.562.595
30.697.592.777.113.600;-11.174.352.305.800.400;5.216.648.377.219.890;0.11551209926084181;9.676.150.634.558.860
42.025.595.082.046.900;-7.141.015.203.253.590;19.244.109.527.419.100;3.644.123.355.849.000;9.356.255.456.402.050
3.278.747.363.237.590;-7.005.592.982.554.310;8.131.608.664.357.830;9.779.941.415.905.140;8.223.722.995.673.550
30.000.392.506.473.000;-7.753.877.740.184.270;6.779.858.500.885.370;0.01645645398912765;9.998.193.619.864.000
30.727.896.611.547.600;-11.936.947.197.730.000;523.561.469.568.526;4.938.783.286.696.590;99.928.866.663.586
4.995.165.919.737.720;-10.307.296.703.380.100;14.878.868.793.943.000;5.786.262.841.014.060;853.244.686.733.857
3.689.717.272.971.850;-8.308.975.940.219.610;5.001.852.283.242.390;0.4918334135748719;889.298.819.261.968
49.597.275.820.106.600;-11.656.289.128.357.200;5.067.125.860.667.100;14.785.972.578.800.700;6.037.435.200.407.580
30.000.014.486.277.100;-8.738.093.932.802.150;8.956.600.421.142.330;56.365.643.066.041.200;8.970.947.150.373.020
31.048.267.522.566.600;-9.948.444.661.252.720;12.020.675.229.298.900;0.8323595519798732;0.1718332881295198
30.693.269.010.118.600;-994.762.417.335.945;5.845.262.816.543.690;4.717.565.914.327.920;9.994.644.127.123.380
3.035.423.367.659.750;-7.000.036.458.623.830;5.001.663.400.873.550;6.596.327.462.767.850;43.768.786.391.825.300
46.497.905.289.836.700;-9.074.814.904.797.110;5.000.112.421.454.960;12.926.993.810.885.700;9.167.909.851.114.510
4.580.275.983.776.520;-10.191.822.469.894.100;14.851.980.118.396.700;0.01582716971030461;264.485.598.947.227
30.090.187.527.642.200;-10.722.870.692.869.800;1.808.169.012.636.410;25.999.563.540.238.300;14.633.534.943.347.000
46.288.228.640.454.700;-882.119.990.446.982;5.033.596.343.388.750;58.285.005.032.879.000;0.6637688498161283
3.345.830.350.371.050;-10.285.439.389.366.000;53.404.943.892.798.000;5.670.580.459.496.020;17.705.502.887.710.600
4.078.545.188.044.010;-8.627.913.276.853.950;1.441.789.346.783.680;9.987.281.479.181.580;7.131.478.436.181.130
31.872.996.702.561.300;-8.952.961.154.971.160;5.480.745.000.194.560;803.763.730.798.995;6.699.940.322.065.540
41.292.451.408.208.300;-7.703.531.178.319.630;19.287.858.103.422.700;3.174.428.854.169.540;0.46435168677638355
371.969.508.413.806;-7.260.279.967.821.990;12.407.005.947.807.000;8.936.970.291.108.670;0.8516813310783631
32.464.133.104.650.600;-8.271.909.737.386.100;1.242.473.844.190.920;0.10064135563567053;4.917.154.164.807.710
3.378.267.781.226.120;-702.114.619.791.353;5.011.971.080.784.900;4.700.674.757.372.640;8.604.929.417.220.600
3.558.292.884.372.610;-7.231.380.466.298.050;5.330.091.397.254.610;8.785.224.348.323.580;9.927.473.679.006.670
4.460.580.907.693.210;-8.767.194.972.608.080;500.000.000.194.118;0.6906649599908853;4.827.274.421.626.290
3.121.602.571.945.200;-7.040.439.147.924.010;5.153.104.194.544.590;27.351.252.269.031.000;992.574.630.406.862
31.064.689.805.980.600;-8.379.078.730.195.860;5.318.798.491.632.360;0.013856634374172765;9.641.938.024.282.340
3.005.560.494.644.450;-10.876.884.837.279.000;8.106.811.767.054.850;0.35808725539138025;9.941.019.444.442.470
39.463.227.563.845.000;-8.520.926.671.181.640;50.597.957.137.452.700;4.786.875.620.558.630;74.959.931.883.282.000
43.018.229.086.307.800;-10.575.530.608.738.600;14.860.806.633.508.400;3.819.555.066.245.290;0.4285894780420947
30.075.282.228.582.700;-10.269.906.575.983.000;1.695.779.747.299.000;4.175.976.077.498.060;0.3754206292135239
3.812.702.109.613.610;-11.995.749.066.313.400;8.254.467.081.909.480;0.8678429138914739;8.450.698.164.531.360
3.285.207.554.644.670;-10.023.590.305.043.600;5.000.922.048.699.880;24.376.581.503.052.000;6.773.380.649.399.580
34.376.302.245.426.200;-7.171.413.475.204.660;6.978.142.861.513.220;5.608.250.668.324.010;9.906.552.268.977.590
4.950.870.068.426.020;-7.201.763.414.979.810;18.531.591.970.394.200;0.0006055915439886777;3.038.929.338.719.850
30.000.348.509.357.000;-10.447.668.076.389.800;5.005.425.153.689.390;0.19139927729312556;998.333.479.103.582
3.828.690.054.019.560;-10.295.726.569.511.200;12.106.747.113.218.500;9.877.760.549.353.130;7.069.101.997.347.770
3.965.970.123.490.600;-10.689.759.401.376.600;1.682.318.295.400.440;2.043.248.262.630.840;18.049.634.855.727.500
44.006.044.214.770.100;-7.441.211.836.616.200;51.426.780.206.387.300;33.699.518.288.183.400;9.718.655.465.374.410
30.633.696.610.153.100;-7.087.520.761.069.730;5.540.178.626.249.020;1.053.550.981.454.570;9.789.706.726.103.750
3.074.970.202.610.330;-745.640.814.997.808;6.117.487.159.177.270;4.364.535.848.529.560;2.996.732.120.072.190
3.619.572.783.386.550;-7.092.060.408.327.550;183.521.291.967.814;0.0014679798417239719;9.740.071.095.634.430
4.803.161.167.867.470;-7.001.377.194.157.900;5.000.000.000.543.590;9.737.968.655.548.070;4.811.317.863.734.310
30.315.837.689.630.200;-7.081.644.071.197.430;1.979.336.741.975.040;7.232.075.848.473.020;8.708.943.056.891.820
45.461.145.381.626.100;-7.180.227.512.747.010;7.616.492.743.638.920;761.246.112.203.064;0.5524378693391969
30.282.882.216.709.200;-7.603.112.392.897.530;6.143.940.705.971.820;6.277.059.074.519.770;9.999.564.571.258.570
4.822.087.296.341.470;-10.005.959.031.023.400;5.015.570.217.080.780;5.033.389.933.487.260;7.028.272.869.474.680
44.829.080.699.372.800;-8.852.070.515.136.820;5.039.780.216.484.530;1.594.087.652.806.610;7.177.679.191.944.090
4.581.800.126.131.970;-10.815.168.038.004.000;5.029.483.160.266.200;35.373.448.654.486.000;8.524.502.366.283.480
43.953.483.871.831.700;-88.718.138.249.526;15.399.371.101.745.700;9.578.792.190.109.070;19.485.471.143.272.900
3.634.111.095.430.460;-8.953.492.494.023.350;5.065.159.646.129.650;6.772.720.237.966.330;46.777.249.709.790.700
30.858.951.903.203.000;-700.000.420.352.254;7.241.236.646.167.680;0.42752536323894585;8.960.678.911.863.780
30.018.579.856.724.100;-7.217.771.430.462.490;5.207.499.415.751.560;8.689.058.848.408.490;22.080.866.151.841.700
37.704.261.617.843.500;-8.780.611.644.143.410;15.746.411.693.346.800;309.050.069.132.317;987.441.178.801.928
4.275.661.013.981.240;-9.244.002.404.488.320;11.401.120.702.220.000;0.577694728287848;5.857.940.686.228.680
4.090.843.971.398.170;-7.109.954.763.651.450;9.843.366.709.858.060;4.736.493.007.512.730;7.594.147.515.314.670
34.348.520.683.615.300;-11.939.824.356.719.500;8.292.645.132.461.590;9.489.939.480.903.190;5.831.024.186.228.030
3.639.219.491.050.160;-73.660.714.512.248;12.526.795.386.458.000;998.834.305.545.333;998.157.188.606.036
4.360.110.212.851.010;-7.004.889.502.367.790;5.279.424.128.329.860;9.042.723.466.727.190;999.998.329.086.667
412.429.975.525.575;-7.165.063.162.644.730;5.087.488.597.048.480;9.997.446.046.452.240;0.45979180809004044
3.162.101.807.259.190;-7.001.101.030.022.970;5.276.867.393.461.910;0.8092653478427956;9.695.565.827.091.210
3.353.339.211.247.660;-1.096.766.323.270.790;5.164.645.390.099.040;27.004.789.647.132.700;9.807.829.251.792.480
31.099.219.065.477.300;-885.467.554.816.874;50.354.934.718.493;0.36394328249771646;0.15219155510076948
